listing_id,url,title,description,price_usd,size_m2,bedrooms,bedrooms_source,bedrooms_title_value,bedrooms_description_value,bedrooms_detail_value,bedrooms_conflict,bathrooms,bathrooms_source,bathrooms_title_value,bathrooms_description_value,bathrooms_detail_value,bathrooms_conflict,unit_floor,unit_floor_source,unit_floor_title_value,unit_floor_description_value,unit_floor_detail_value,unit_floor_conflict,building_total_floors,building_total_floors_source,building_total_floors_conflict,display_as_project,detail_json_exact_match
264877,https://www.realestate.com.kh/buy/chroy-changvar/1-bed-1-bath-studio-264877/,Spacious Studio Condo for Sale | Chroy Changvar,Property type Studio Title Hard Title Property ID 264877 Original ID Studio A1 Listed 2 months ago Updated 12 days ago,48000,59.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,6,structured_floor_level,,,,,,,,False,True
266915,https://www.realestate.com.kh/new-developments/m-residence/1-bed-1-bath-studio-266915/,Studio Condo for Resale in M Residence Phnom Penh,Property type Studio Title Hard Title Property ID 266915 Listed 12 days ago Updated 12 days ago,57000,29.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,12,structured_floor_level,,,,,,,,False,True
266842,https://www.realestate.com.kh/new-developments/vue-aston/1-bed-1-bath-condo-266842/,studio facing Mekong River,Property type Condo Title Hard Title Property ID 266842 Original ID 10z12a Listed 14 days ago Updated 14 days ago,45000,31.0,1,structured_specification,0,,,title=0 from 'studio',1,structured_specification,,,,,10,structured_floor_level,,,,,,,,False,True
266762,https://www.realestate.com.kh/new-developments/agile-sky-residence/1-bed-1-bath-studio-266762/,Studio Condo for Sale – Agile Sky Residence,Property type Studio Title Strata Title Property ID 266762 Original ID SreyLeak-REAKH Listed 18 days ago Updated 18 days ago,82000,39.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,10,structured_floor_level,,,,,,,,False,True
266568,https://www.realestate.com.kh/buy/bkk-1/1-bed-1-bath-studio-266568/,A Studio Condo for Sale in BKK1,Property type Studio Title Strata Title Property ID 266568 Listed 22 days ago Updated 22 days ago,75000,34.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,16,structured_floor_level,,,,,,,,False,True
266033,https://www.realestate.com.kh/buy/chroy-changvar/1-bed-1-bath-studio-266033/,Morgan EnMaison｜Condo Studio Room for Sale,Property type Studio Title Strata Title Property ID 266033 Original ID lyza-2303 Listed a month ago Updated a month ago,49000,48.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,23,structured_floor_level,,,,,,,,False,True
265180,https://www.realestate.com.kh/buy/wat-phnom/1-bed-1-bath-condo-265180/,Studio room for sale at Yuetai Phnom Penh Harbour,Property type Condo Title Long-Term Leasehold Property ID 265180 Original ID V-00082 Listed 2 months ago Updated 2 months ago,60000,34.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,2,structured_floor_level,,,,,,,,False,True
265049,https://www.realestate.com.kh/new-developments/olympia-city/1-bed-1-bath-studio-265049/,Olympia City Studio Room for Resale,Property type Studio Title Strata Title Property ID 265049 Listed 2 months ago Updated 21 days ago,56800,48.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,8,structured_floor_level,,,,,,,,False,True
264604,https://www.realestate.com.kh/new-developments/urban-village-phase-2/1-bed-1-bath-condo-264604/,Studio Unit for Sale at Urban Village Phase 2,Property type Condo Title Strata Title Property ID 264604 Original ID SreyLeak-REAKH Listed 2 months ago Updated 2 months ago,39800,37.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,49,structured_floor_level,,,,,,,,False,True
264603,https://www.realestate.com.kh/buy/bkk-1/1-bed-1-bath-studio-264603/,Modern Studio Condo for Sale in BKK1 | Prime Phnom Penh Investment Opportunity,Property type Studio Title Hard Title Property ID 264603 Original ID 16F40SQM Listed 2 months ago Updated a month ago,138000,40.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,16,structured_floor_level,,,,,,,,False,True
263571,https://www.realestate.com.kh/buy/nirouth/2-bed-2-bath-condo-263571/,ONE BEDROOM CONDO FOR SALE IN POLARIS-23,Property type Condo Title Hard Title Property ID 263571 Listed 3 months ago Updated 3 months ago,90000,60.0,2,structured_specification,1,,,title=1 from 'ONE BEDROOM',2,structured_specification,,,,,11,structured_floor_level,,,,,,,,False,True
263546,https://www.realestate.com.kh/buy/boeung-kak-2/1-bed-1-bath-apartment-263546/,Loft Studio Condo for Sale at Royal Park Condo,Property type Apartment Title Hard Title Property ID 263546 Listed 3 months ago Updated 3 months ago,38000,23.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,15,structured_floor_level,,,,,,,,False,True
263467,https://www.realestate.com.kh/new-developments/wealth-mansion/1-bed-1-bath-condo-263467/,"Studio Condo for Sale and Rent at Wealth Mansion | 17th Floor | $150,000",Property type Condo Title Strata Title Property ID 263467 Original ID SreyLeak-REAKH Listed 3 months ago Updated 3 months ago,150000,46.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,17,structured_floor_level,17,,,,,,,False,True
263460,https://www.realestate.com.kh/new-developments/wealth-mansion/1-bed-1-bath-condo-263460/,"Modern Studio Condo for Sale and Rent at Wealth Mansion | High Floor | $150,000",Property type Condo Title Strata Title Property ID 263460 Original ID SreyLeak-REAKH Listed 3 months ago Updated 3 months ago,150000,46.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,17,structured_floor_level,,,,,,,,False,True
263264,https://www.realestate.com.kh/buy/bkk-1/1-bed-1-bath-studio-263264/,25SQM | Studio Apartment for Sale in Prime BKK1 Location,Property type Studio Title Hard Title Property ID 263264 Original ID 9F25SQM Listed 3 months ago Updated a month ago,60000,25.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,9,structured_floor_level,,,,,,,,False,True
262598,https://www.realestate.com.kh/buy/boeung-kak-1/4-bed-3-bath-condo-262598/,3+1 Bedroom Condo for Urgent Sale/Rent in Toul Kork,Property type Condo Title Hard Title Property ID 262598 Original ID Lavin_REAKH Listed 4 months ago Updated 4 months ago,210000,148.0,4,structured_specification,1,,,title=1 from '1 Bedroom',3,structured_specification,,,,,6,structured_floor_level,,,,,,,,False,True
262597,https://www.realestate.com.kh/buy/chroy-changvar/1-bed-1-bath-condo-262597/,Nice Studio room for Sale at The Vincent Condo,Property type Condo Title Strata Title Property ID 262597 Listed 4 months ago Updated 4 months ago,43000,37.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,21,structured_floor_level,,,,,,,,False,True
262577,https://www.realestate.com.kh/new-developments/arakawa-residence/1-bed-1-bath-studio-262577/,Studio Condo for Sale at Arakawa Condo Sen Sok | Phnom Penh,Property type Studio Title Hard Title Property ID 262577 Listed 4 months ago Updated 4 months ago,32000,24.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,10,structured_floor_level,,,,,,,,False,True
262357,https://www.realestate.com.kh/new-developments/arakawa-residence/1-bed-1-bath-condo-262357/,"💰 Affordable Corner Studio Unit – Arakawa Condo from $28,000!",Property type Condo Title Strata Title Property ID 262357 Original ID VateyReakh Listed 4 months ago Updated 4 months ago,28000,24.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,9,structured_floor_level,,,,,,,,False,True
261729,https://www.realestate.com.kh/buy/tonle-bassac/1-bed-1-bath-studio-261729/,Cozy& Modern Studio Condo for Sale/Rent at The Penthouse Residence,Property type Studio Title Hard Title Property ID 261729 Original ID AK-040 Listed 4 months ago Updated 4 months ago,99000,37.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,28,structured_floor_level,,,,,,,,False,True
259518,https://www.realestate.com.kh/new-developments/vue-aston/1-bed-1-bath-studio-259518/,🌆Vue Aston | Studio Fully Furnished | Floor 21st | Rent $400 💵 | Sale $90K 💰,Property type Studio Title Strata Title Property ID 259518 Original ID VateyREAKH Listed 5 months ago Updated 5 months ago,90000,40.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,21,structured_floor_level,,,,,,,,False,True
259451,https://www.realestate.com.kh/new-developments/vue-aston/1-bed-1-bath-studio-259451/,Vue Aston Studio Condo for Sale With Great View,Property type Studio Title Strata Title Property ID 259451 Listed 5 months ago Updated 5 months ago,59000,34.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,,,,,,,,,,False,True
259417,https://www.realestate.com.kh/new-developments/romduol-city/1-bed-1-bath-condo-259417/,🚀 Urgent Sale! Studio 42.65m² | Floor 17 | Only $48K 💰,Property type Condo Title Strata Title Property ID 259417 Original ID VateyREAKH Listed 5 months ago Updated a month ago,48000,43.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,17,structured_floor_level,,,,,,,,False,True
259353,https://www.realestate.com.kh/buy/tuek-thla/1-bed-1-bath-studio-259353/,Studio Condo for Sale at Arakawa Residence,Property type Studio Title Strata Title Property ID 259353 Listed 5 months ago Updated 4 months ago,28000,24.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,10,structured_floor_level,,,,,,,,False,True
259192,https://www.realestate.com.kh/buy/boeung-tumpun/1-bed-1-bath-condo-259192/,Studio for Sale,Property type Condo Title Long-Term Leasehold Property ID 259192 Original ID MNY26-17 Listed 5 months ago Updated 5 months ago,52000,49.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,7,structured_floor_level,,,,,,,,False,True
259189,https://www.realestate.com.kh/new-developments/ps-crystal-condominium/1-bed-1-bath-condo-259189/,Corner Studio Unit for Sale in Beoung Tumpun,Property type Condo Title Long-Term Leasehold Property ID 259189 Original ID MNY26-16 Listed 5 months ago Updated 5 months ago,52000,49.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,7,structured_floor_level,,,,,,,,False,True
259151,https://www.realestate.com.kh/new-developments/urban-village-phase-2/1-bed-1-bath-condo-259151/,Studio Room for Urgent Sale,Property type Condo Title Strata Title Property ID 259151 Listed 5 months ago Updated 5 months ago,38000,31.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,38,structured_floor_level,,,,,,,,False,True
259092,https://www.realestate.com.kh/new-developments/urban-village-phase-2/1-bed-1-bath-condo-259092/,Studio Room for Sale at Urban Village Phase 2,Property type Condo Title Strata Title Property ID 259092 Listed 5 months ago Updated 5 months ago,55000,35.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,7,structured_floor_level,,,,,,,,False,True
258825,https://www.realestate.com.kh/buy/bkk-1/1-bed-1-bath-condo-258825/,Condo studio room with partition for Sale at J Tower Condo,Property type Condo Title Strata Title Property ID 258825 Listed 6 months ago Updated a month ago,120500,45.0,1,structured_specification,0,,,title=0 from 'studio',1,structured_specification,,,,,16,structured_floor_level,,,,,,,,False,True
258814,https://www.realestate.com.kh/new-developments/vue-aston/1-bed-1-bath-condo-258814/,Vue Aston Studio for Sale & Rent | Fully Furnished | Koh Norea,Property type Condo Title Strata Title Property ID 258814 Original ID VateyREAKH Listed 6 months ago Updated 6 months ago,60000,,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,17,structured_floor_level,,,,,,,,False,True
258757,https://www.realestate.com.kh/new-developments/orkide-the-royal-condominium/1-bed-1-bath-studio-258757/,Studio Condo for Sale at The Orkide Royal Condominium,Property type Studio Title Strata Title Property ID 258757 Listed 6 months ago Updated 12 days ago,39000,32.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,6,structured_floor_level,,,,,,,,False,True
258752,https://www.realestate.com.kh/buy/boeung-kak-2/1-bed-1-bath-studio-258752/,🏙 Studio Condo for Sale – Rothanak Angkor (Toul Kork),Property type Studio Title Hard Title Property ID 258752 Original ID Channa007 Listed 6 months ago Updated 6 months ago,29000,32.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,10,structured_floor_level,,,,,,,,False,True
258695,https://www.realestate.com.kh/new-developments/royal-park-condo/1-bed-1-bath-studio-258695/,Studio Royal Park Condo for Sale | Phnom Penh,Property type Studio Title Hard Title Property ID 258695 Listed 6 months ago Updated 6 months ago,42000,29.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,7,structured_floor_level,,,,,,,,False,True
258693,https://www.realestate.com.kh/buy/chroy-changvar/1-bed-1-bath-studio-258693/,Studio Condo for Sale at The Vincent Condo,Property type Studio Title Hard Title Property ID 258693 Listed 6 months ago Updated 6 months ago,45000,30.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,17,structured_floor_level,,,,,,,,False,True
258620,https://www.realestate.com.kh/buy/boeung-kak-2/1-bed-1-bath-condo-258620/,Studio Room for Sale at Condo Ratanak Angkor,Property type Condo Title Strata Title Property ID 258620 Listed 6 months ago Updated 6 months ago,37000,35.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,8,structured_floor_level,,,,,,,,False,True
258438,https://www.realestate.com.kh/new-developments/yuetai-phnom-penh-harbour/1-bed-1-bath-condo-258438/,Urgent Sale Studio Room (Corner Unit) at Yuetai Phnom Penh Harbour,Property type Condo Title Long-Term Leasehold Property ID 258438 Listed 6 months ago Updated a month ago,45000,32.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,12,structured_floor_level,,,,,,,,False,True
258335,https://www.realestate.com.kh/buy/boeung-kak-2/1-bed-1-bath-condo-258335/,"Studio Unit for Urgent Sale | UK Toul Kork | Only $ 35,000",Property type Condo Title Strata Title Property ID 258335 Listed 6 months ago Updated a month ago,35000,37.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,7,structured_floor_level,,,,,,,,False,True
258111,https://www.realestate.com.kh/buy/tuek-thla/1-bed-1-bath-condo-258111/,Studio | Urgent Sale | Arakawa Residence,Property type Condo Title Strata Title Property ID 258111 Listed 6 months ago Updated 2 months ago,32000,24.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,9,structured_floor_level,,,,,,,,False,True
257807,https://www.realestate.com.kh/new-developments/urban-village-phase-2/1-bed-1-bath-studio-257807/,"🚨 Urgent Sale! Studio Condo on 60m Street 🔥 Phnom Penh, Urban Village Phase 2",Property type Studio Title Strata Title Property ID 257807 Listed 7 months ago Updated 2 months ago,39000,31.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,45,structured_floor_level,,,,,,,,False,True
257479,https://www.realestate.com.kh/buy/bkk-2/1-bed-1-bath-condo-257479/,Studio Unit for Sale/Rent in BKK 2,Property type Condo Title Strata Title Property ID 257479 Listed 7 months ago Updated a month ago,30000,37.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,1,structured_floor_level,,,,,,,,False,True
256399,https://www.realestate.com.kh/buy/bkk-2/1-bed-1-bath-studio-256399/,Fully Furnished Studio Condo for Rent and sale in BKK2,Property type Studio Title Strata Title Property ID 256399 Listed 9 months ago Updated a month ago,30000,37.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,1,structured_floor_level,,,,,,,,False,True
258101,https://www.realestate.com.kh/new-developments/the-garden-residency-ii/1-bed-1-bath-studio-258101/,Urgent Sale | Studio Condo in Sen Sok,Property type Studio Title Hard Title Property ID 258101 Original ID Channa007 Listed 6 months ago Updated 6 months ago,48500,30.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,20,structured_floor_level,,,,,,,,False,True
258040,https://www.realestate.com.kh/buy/bkk-1/1-bed-1-bath-studio-258040/,Prestige Studio Apartment in BKK 1 | 30SQM,Property type Studio Title Hard Title Property ID 258040 Listed 7 months ago Updated a month ago,79800,30.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,4,structured_floor_level,,,,,,,,False,True
257798,https://www.realestate.com.kh/new-developments/urban-village-phase-2/1-bed-1-bath-condo-257798/,Urgent Sale | Studio Unit at Urban Village Phase 2,Property type Condo Title Strata Title Property ID 257798 Listed 7 months ago Updated 7 months ago,35000,37.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,43,structured_floor_level,,,,,,,,False,True
257563,https://www.realestate.com.kh/buy/bkk-1/1-bed-1-bath-apartment-257563/,Condo Studio room for Resale in Bkk1,Property type Apartment Title Strata Title Property ID 257563 Listed 7 months ago Updated a month ago,70000,43.0,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,8,structured_floor_level,,,,,,,,False,True
257229,https://www.realestate.com.kh/new-developments/arakawa-residence/1-bed-1-bath-studio-257229/,"📍 Modern Fully Furnished Studio at Arakawa Condominium – Building G, 20th Floor",Property type Studio Title Strata Title Property ID 257229 Original ID VateyREAKH Listed 8 months ago Updated 8 months ago,42000,24.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,20,structured_floor_level,20,,,,,,,False,True
257016,https://www.realestate.com.kh/new-developments/ps-crystal-condominium/1-bed-1-bath-studio-257016/,A Studio Near BROWN Roastery 271 – Fully Furnished with Balcony,Property type Studio Title Strata Title Property ID 257016 Listed 8 months ago Updated 8 months ago,42000,49.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,7,structured_floor_level,,,,,,,,False,True
256543,https://www.realestate.com.kh/new-developments/vue-aston/1-bed-1-bath-studio-256543/,Studio River front for Sale,Property type Studio Title Hard Title Property ID 256543 Original ID 26-w6 Listed 8 months ago Updated 7 months ago,79000,37.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,26,structured_floor_level,,,,,,,,False,True
256064,https://www.realestate.com.kh/new-developments/vue-aston/1-bed-1-bath-condo-256064/,"✨ Affordable Studio Condo for Sale at Vue Aston 🏙️ – Only $60,000 💰 | Fully Furnished 🛋️ | Located in Koh Norea 🌉",Property type Condo Title Strata Title Property ID 256064 Original ID VateyREAKH Listed 9 months ago Updated 9 months ago,60000,,1,structured_specification,0,,,title=0 from 'Studio',1,structured_specification,,,,,17,structured_floor_level,,,,,,,,False,True
255915,https://www.realestate.com.kh/new-developments/toul-kork-lane/1-bed-1-bath-studio-255915/,"Studio Condo for Rent or Sale in TK Lane, Toul Kork",Property type Studio Title Strata Title Property ID 255915 Original ID SreyLeak-REAKH Listed 9 months ago Updated 4 days ago,38000,36.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,4,structured_floor_level,,,,,,,,False,True
255821,https://www.realestate.com.kh/buy/boeung-kak-2/618-255821/,Studio Condo for Sale I UK 618 Condo Toul Kork,Property type Studio Title Strata Title Property ID 255821 Original ID VCO-00001 Listed 9 months ago Updated 9 months ago,40000,31.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,14,structured_floor_level,,,,,,,,False,True
255747,https://www.realestate.com.kh/new-developments/the-pinnacle-residence/1-bed-studio-255747/,The Pinnacle Residence | Studio Room for Sale and Rent,Property type Studio Title Hard Title Property ID 255747 Original ID REAKH-7959 Listed 10 months ago Updated 10 months ago,58000,35.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',,,,,,,37,structured_floor_level,,,,,,,,False,True
254409,https://www.realestate.com.kh/new-developments/tk-star-international/1-bed-1-bath-studio-254409/,Urgent Sale !!! TK Star Studio Room for sale,Property type Studio Title Hard Title Property ID 254409 Original ID REAKH-7948 Listed 11 months ago Updated 9 months ago,40000,38.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,16,structured_floor_level,,,,,,,,False,True
254321,https://www.realestate.com.kh/new-developments/morgan-enmaison-condo-type/1-bed-1-bath-studio-254321/,Studio Condominiums for Sale - Semi furnished I Morgan Enmaison,Property type Studio Title Strata Title Property ID 254321 Original ID REAKH-7865 Listed 11 months ago Updated 7 months ago,72000,45.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,27,structured_floor_level,,,,,,,,False,True
254057,https://www.realestate.com.kh/new-developments/urban-village-phase-2/1-bed-1-bath-studio-254057/,A Studio Condominium for Sale I Urban Village Phase 2,"Property type Studio Title Strata Title Property ID 254057 Original ID REAKH-7796 Listed 1 year, 12 days ago Updated 1 year, 11 days ago",88000,28.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,37,structured_floor_level,,,,,,,,False,True
253000,https://www.realestate.com.kh/buy/tuek-thla/1-bed-1-bath-studio-253000/,Studio Condo for Rent and Sale I Condo Arakawa,"Property type Studio Property ID 253000 Original ID REAKH-7527 Listed 1 year, 1 month ago Updated 1 year, 1 month ago",40000,24.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,18,structured_floor_level,,,,,,,,False,True
252738,https://www.realestate.com.kh/new-developments/agile-sky-residence/1-bed-1-bath-studio-252738/,Modern Studio Condo for Sale – Agile Sky Residence BKK3 | 35th Floor,"Property type Studio Title Hard Title Property ID 252738 Original ID REAKH-7458 Listed 1 year, 1 month ago Updated a month ago",98000,53.0,1,structured_specification,0,0,,title=0 from 'Studio' || title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,,35,structured_floor_level,35,,,,,,,False,True
251638,https://www.realestate.com.kh/new-developments/morgan-enmaison-condo-type/1-bed-1-bath-studio-251638/,Fully furnished Condo for Sale I Morgan Enmaison,"Property type Studio Title Strata Title Property ID 251638 Original ID REAKH-7151 Listed 1 year, 2 months ago Updated 1 year, 2 months ago",51000,37.0,1,structured_specification,,0,,description=0 from 'Studio',1,structured_specification,,,,,2,structured_floor_level,,,,,,,,False,True
