listing_id,url,title,price_usd,size_m2,bedrooms,bedrooms_source,bedrooms_confidence,bedrooms_text_raw,bedrooms_conflict,bathrooms,bathrooms_source,bathrooms_confidence,bathrooms_text_raw,bathrooms_conflict,unit_floor,unit_floor_source,unit_floor_confidence,unit_floor_text_raw,unit_floor_conflict,building_total_floors,building_total_floors_source,building_total_floors_confidence,building_total_floors_text_raw,building_total_floors_conflict,description_source,description
245299,https://www.realestate.com.kh/new-developments/time-square-8/,Time Square 8,,47.0,1,structured_specification,,,,,,,,,48,description,medium,48th Floor,,50,structured_specification,,,,overview_section,"About this property Time Square 8 Following five sold-out successes, Megakim World Corp. presents Time Square 8—the only high-end luxury skyscraper in the vibrant Toul Tom Poung (Russian Market) area. Standing 50 storeys tall, this landmark project delivers premium city living at highly competitive prices. True to the developer's promise, the project is already 98% sold out, with only around 10 units remaining. Project Overview * Developer: Megakim World Corp. Ltd (Proven track record of success) * Location: Toul Tom Poung (Russian Market), Chamkarmon, Phnom Penh * Scale & Size: 50 storeys | 700 total units | 1,494 sqm construction footprint * Ownership: Strata Title (Permanent Freehold for local and international buyers) * Financials: $500 booking fee | Flexible 10% down payment options * Estimated Completion: December 2028 Residential Collections (Net vs Gross) * The Classic Flats (Floors 8–38) — 3.1m Ceiling Height * 1-Bed (Type DEFGH): Net 45 m² | Gross 60 m² * 2-Bed (Type QR): Net 55 m² | Gross 73 m² * 2-Bed (Type BCS): Net 65 m² | Gross 88 m² * 3-Bed (Type A): Net 85 m² | Gross 111 m² * The Premium Duplexes (Floors 40–47) — 5.5m Double-Height Ceilings * 1-Bed Loft: Net 55–64 m² | Gross 73–85 m² * 2-Bed Loft: Net 72–84 m² | Gross 96–112 m² * 3-Bed Loft: Net 93–105 m² | Gross 124–140 m² * 4-Bed Loft: Net 125 m² | Gross 167 m 5-Star Amenities & Building Layout * 49F & 50F Sky Zone: Rooftop Gym & Fitness Center, Tennis Court, and Sauna * 48th Floor Rooftop: Panoramic Infinity Swimming Pool with breathtaking city views * 39th Floor Clubhouse: Exclusive Time Square Sky Lounge for entertainment * B1, B2 & 2F–7F: Multiple levels of secure Car and Motorbike parking * Ground Floor (GF): Elegant Designer Lobby & Balcony Café Fees & Utilities * Management Fee: $0.80 per gross sqm / month * Car Parking Rate: $30 – $40 / month * Safety Infrastructure: 24/7 security/reception, card-access 7 elevators, CCTV, fire sprinklers, and a full backup power generator Why Invest in Time Square 8? * Unbeatable Location: Live steps away from trendy cafes, local markets, and international schools, just minutes from AEON Mall 1. * High Scarcity: As the only luxury high-rise in the immediate neighborhood, rental and resale demand is massive. All Units from developer are now SOLD OUT, Contact us for the for special Resale Unit! Read more"
202038,https://www.realestate.com.kh/new-developments/diamond-bay-garden/,Diamond Bay Garden,126165,60.0,1,structured_specification,,,,,,,,,2,description,medium,Floor: 2,,39,structured_specification,,,,overview_section,"About this property Diamond Bay Garden Diamond Bay Garden, located in central Phnom Penh's Koh Pich district offers modern living, convenience and stunning views over the Mekong, Tonle Sap, and Bassac rivers. Situated in the emerging Koh Pich Central Business District, with over 700 businesses - Diamond Bay Garden is also within walking distance of parks, riverwalks, office spaces, and an increasing number of F&B outlets and entertainment venues. The 39-story, award-winning waterfront condominium combines sleek amenities with contemporary features, offering residents a range of living options, from cozy studios to family-friendly three-bedroom units. The amenities includes: • Swimming Pool with views on the Bassac • Sky Garden & Sky Bar • Gym • Yoga room • Children’s Playground • Number of Parking Floor: 2 • Number of Parking lots: 1,378 • Housekeeping Services Experience waterfront urban living at Diamond Bay Garden. Contact us today to learn more about this investment opportunity and secure your place as a resident or investor. Read more"
247259,https://www.realestate.com.kh/new-developments/tk-star-international/1-bed-1-bath-condo-247259/,Studio Condo for Sale | Tk Star Project,53000,37.0,1,structured_specification,,,title=0 from 'Studio'; title=0 from 'Studio'; description=0 from 'Studio',1,structured_specification,,,,6,structured_floor_level,,,,,,,,,overview_section,"About this property Studio Condo for Sale | Tk Star Project Size: 37.2㎡ Price: $53,000 Floor : 6th Located in a prime area, this cozy studio apartment features a modern and minimalist design, making it perfect for singles or small families. 💎 Key Highlights: ✅ Bright and airy layout with ample natural light ✅ Fully equipped with furniture and appliances, including a TV, fridge, and air conditioner – move-in ready! ✅ Conveniently located near shopping centers and dining options 📞 Contact us now to schedule a viewing and experience the warmth and quality of this home! Read more"
242506,https://www.realestate.com.kh/new-developments/time-square-7/,Time Square 7,90000,40.0,1,structured_specification,,,,,,,,,49,description,medium,49th Floor,,49,structured_specification,,,,overview_section,"About this property Time Square 7 Following their success in BKK1, Megakim World Corp. introduces Time Square 7—a 49-storey high-rise in Phnom Penh's premier residential and business hub, Toul Kork. Strategically located on Streets 335, 540, and 538, this project offers an affordable entry into a high-growth market, seamlessly blending classic urban flats with grand, double-height premium duplexes. Project Overview * Developer: Megakim World Corp. * Location: Toul Kork, Phnom Penh (Minutes from TK Avenue, AEON Mall 2, Starbucks, and Paragon University) * Scale: 49 storeys | 700 total units | 7 high-speed elevators | Land Area: 1,734 sqm * Flexible Financing: $500 booking fee | Monthly installments from $500/month | 3 to 10-year internal loans at 10% interest Unit Types * The Classic Flats (Floors 8–33) — 3.1m Ceiling Height * Modern 1-Beds: 40 sqm to 47 sqm | Premium 1-Beds (Crystal & Tiffany): 60 sqm * Diamond 2-Beds: 76 sqm | Golden & Luxury 3-Beds: 100 sqm * The Premium Duplexes (Floors 35–47) — 5.5m Double-Height Ceilings * Loft 1-Beds: 60 sqm to 70 sqm | Duplex 2-Beds: 100 sqm * Duplex 3-Beds: 130 sqm | Duplex 4-Beds: 160 sqm World-Class Amenities & Building Layout * 49th Floor: Elite Sky Lounge * 48th Floor Sky Deck: 30-meter Infinity Sky Pool, sky patio, fully equipped sky gym, and sky theater * 34th Floor Time Square Club: Two-lane bowling alley, cinema studio, game/cigar lounge, poker room, KTV, and banquet zone * 7th Floor Active Zone: Lap pool, kids' pool/playroom, tree house, Jogging Track, BBQ yard, golf contour, and co-kitchen * B1, B2 & 2F–6F: 7 dedicated levels of secure car and moto parking * Ground Floor (GF): Grand lobby and retail spaces Why Invest in Time Square 7? * Strategic Hub: Located in Toul Kork, a highly desirable district known for strong rental demand from corporate professionals and expatriates. * Low Barrier, High Return: Combines the lowest market entry points with Megakim's ironclad reputation for on-time delivery and high-yield capital appreciation. Contact us today to learn more or to secure your unit in Toul Kork’s most anticipated luxury high-rise! Read more"
151181,https://www.realestate.com.kh/new-developments/rf-city-miro/,R&F CITY MIRO,86013,38.0,1,structured_specification,,,,,,,,,,,,,,32,structured_specification,,,,overview_section,"About this property R&F CITY MIRO Completed in 2023 along the strategic Samdech Hun Sen Boulevard (60m Road), R&F City MIRO is a premium 32-storey smart-living landmark in the Mean Chey district. Developed by the internationally renowned R&F Properties as a tech-forward extension of the massive R&F City master plan, this completed tower delivers an efficient boutique residential experience engineered for young professionals and high-yield investors. Project Overview * Developer: R&F Properties (Cambodia) Co., Ltd. * Location: Samdech Hun Sen Blvd (60m Road), Mean Chey, Phnom Penh * Scale: 32 storeys | 612 smart units | 100% Completed (2023) * Ownership: Strata Title (Permanent Freehold for local and foreign buyers) Tech-Forward Smart Layouts Every residence is delivered with an integrated mobile-controlled Smart-Home System governing lighting, temperature, and security: Studio & 1-Bedroom Condos (Approx. 38 sqm gross): Space-optimized layouts featuring 2.8-meter ceiling heights, floor-to-ceiling windows, and panoramic views. Perfect for high-occupancy rental portfolios. Resort-Style Sky Amenities * The Sky Level: A 270-degree rooftop infinity swimming pool with unobstructed views of the Bassac River and the Phnom Penh skyline. * Leisure & Wellness: Rooftop sky bar, manicured sky gardens, high-end fitness club, professional sauna, and children's playground. * Infrastructure: Ground-floor commercial spaces, multi-level secure parking, high-speed elevators, 24/7 security with advanced CCTV, and a full building backup generator. Why Invest in R&F City MIRO? As a 100% completed project, MIRO eliminates construction risk and offers immediate buy-to-rent cash flow. Situated on the main corridor connecting central Phnom Penh to the new Techo International Airport—and just minutes from AEON Mall 3 and ISPP—it occupies one of the capital's fastest-growing property zones. Inquire now to buy or rent in the 60m Boulevard's premier smart address! Contact our specialist agents today for current inventory and pricing. Read more"
240206,https://www.realestate.com.kh/buy/bkk-1/1-bed-1-bath-condo-240206/,Stunning 1-Bedroom Condo in BKK1 - Your Dream Home!,213500,61.0,1,structured_specification,,,,1,structured_specification,,,,9,structured_floor_level,,,,,,,,,overview_section,"About this property Stunning 1-Bedroom Condo in BKK1 - Your Dream Home! Discover the perfect blend of comfort and luxury with this 1-bedroom condo for sale in the heart of BKK1. Spanning 61sqm on the 9th floor, this condo offers a tranquil living space with a Hard Title. The condo comes fully furnished, making it move-in ready. It boasts one spacious bedroom, a modern bathroom, a comfortable living room, and a stylish kitchen. Located in the prestigious BKK1 district, you'll be in close proximity to the city's major attractions, including restaurants, shopping centers, and entertainment hubs. Don't miss the chance to own this incredible condo. Contact us today to schedule a viewing and make it your new home! Key Features: - Unit Size: 61sqm - Floor Level: 9th - Hard Title - Fully Furnished - 1 Bedroom - 1 Bathroom - Spacious Living Room - Modern Kitchen - Prime Location in BKK1 Read more"
236155,https://www.realestate.com.kh/new-developments/urban-village-phase-2/1-bed-1-bath-condo-236155/,Fully-Furnished One Bedroom Unit at Urban Village | Sky Prime Tower H,103000,54.0,1,structured_specification,,,,1,structured_specification,,,,30,structured_floor_level,,,,,,,,,overview_section,"About this property Fully-Furnished One Bedroom Unit at Urban Village | Sky Prime Tower H One Bedroom Unit at Urban Village Phase 2 Sky Prime Tower H (These one bedroom unit types are all SOLD OUT from the developer and no longer available.) Size: 42 sqm net (54 sqm gross) Type: 1 Bedroom | 1 Bathroom | 2 Balconies | 1 Kitchen (Type H/C6) Level: 30 Floor View: Hun Sen Blvd (60m road) This unit features a spacious dining and living room for hosting families and friends, a modern bedroom with a bay window with fantastic city views from the 30th floor. Located in a pet-friendly and vibrant community - The Factory Phnom Penh, in the fast-growing and popular area within minutes of AEON 3 Mall, Chip Mong Mega Mall 271, and more upcoming malls, ISPP (International School of Phnom Penh), and more. High return on investment - 20 minutes to the new Phnom Penh International Airport, The additional flyover is in progress, connecting Hun Sen Blvd and Monivong Blvd. Read more"
164798,https://www.realestate.com.kh/new-developments/odom-living/,Odom Living,275000,78.0,1,structured_specification,,,,,,,,,,,,,,30,structured_specification,,,,overview_section,"About this property Odom Living Rising as an award-winning master-planned development on Norodom Boulevard, Odom is an elite mixed-use sanctuary by Urban Living Solutions (ULS), one of Cambodia’s top developers with a proven track record of six successful projects focused on the philosophy of work, play, and live. Designed by Singapore's Kite Studio Architecture, this premium development seamlessly connects high-end corporate spaces with low-density luxury living in the heart of the city. Project Overview * Developer: Urban Living Solutions (ULS) * Location: Norodom Boulevard, Tonle Bassac, Phnom Penh (Walking distance from the Independence Monument, major embassies, and Aeon Mall 1) * Ownership: Strata Title (Permanent Freehold for local and international buyers) * Master Plan Scale: A 45-story commercial tower and a 22-story residential tower, both connected to a 5-story retail podium called Odom Square Odom Tower (Commercial Wing) * Scale: 45-story modern commercial landmark designed for forward-thinking businesses * Spaces: Spacious office and multipurpose corporate units equipped with cutting-edge technology * Environment: Features signature integrated sky gardens that flood the workspace with natural light and fresh air, creating a healthy and productive corporate environment Odom Living (Residential Wing) * Scale & Capacity: Exclusive, low-density tower featuring just 138 luxury condominiums * Design: Australian-designed thermally insulated floor-to-ceiling windows and dual-aspect balconies engineered for natural cross-ventilation * 1-Bedroom Units: Net 78 sqm with expansive executive layouts * 2-Bedroom Units: Net 111 – 132 sqm with integrated dry and wet kitchens * 3 & 4-Bedroom Homes: Net up to 262 sqm featuring master bathtubs, service quarters, and private wine fridges (All residences include premium European kitchen appliances by De Dietrich) World-Class Amenities & Infrastructure * Sky Bridge Link: A 13.5-meter green sky bridge positioned 60 meters in the air, directly connecting the residential and commercial towers to shared lifestyle facilities * Residential Hub (Level 16): Resident-only swimming pool, fully equipped fitness gym, open-air courtyards, and a quiet common study lounge * Smart Infrastructure: Secure 3-level underground parking garage, state-of-the-art security, and Samsung 5-way smart lock entry authentication * Pet-Friendly Privilege: One of the rare premium developments in central Phnom Penh that openly welcomes household pets Why Invest in Odom? Odom offers a rare commercial and residential ecosystem that traditional, standalone developments cannot match. Whether you are looking to secure a high-prestige corporate headquarters or an expansive luxury home, its prime position inside Tonle Bassac ensures strong capital protection, high-net-worth rental demand, and direct lifestyle access to the premier shopping and dining at Odom Square. Contact our specialist property consultants today to secure your private presentation of the Odom master plan! Read more"
212205,https://www.realestate.com.kh/new-developments/j-tower-2-condominium/,J Tower 2 Condominium,183645,65.0,2,structured_specification,,,,,,,,,42,description,medium,42nd Floor,,43,structured_specification,,,,overview_section,"About this property J Tower 2 Condominium Rising 43 storeys in the heart of BKK1, J-TOWER 2 is a 100% completed (2022) and sold-out masterpiece by the visionary Japanese developer Tanichu Assetment (creators of J-City, J-Village, and J-Tower 1). It delivers world-class Japanese engineering, top-tier safety, and premium management tailored for high-yield investors and elite residents. Project Overview *Location: Heart of BKK1, Phnom Penh (5 mins from Aeon Mall 1, Harrods Academy and 1mins from BROWN Coffee | Bokor) *Scale: 43 storeys | 228 fully furnished units *Ownership: Strata Title (Freehold for local and international buyers) *Price & Sizes: 65 m² to 153 m² Premium Unit Layouts *2-Bed Type A (Net 91 sqm): High-floor corner units with panoramic city/river views, open living area, and a master ensuite with a bathtub. *2-Bed Type B (Net 65 sqm): Modern minimalist, space-saving design ideal for professionals and young families. *3-Bed Penthouse (Net 153 sqm): Elite upper-floor luxury with massive layouts, a private jacuzzi, and 360-degree views. 5-Star Amenities & Facilities *42nd Floor: Phnom Penh's highest indoor Sky Infinity Pool and sky bar/lounge. *Fitness & Family: Fully equipped gym, professional boxing ring, yoga studio, two playgrounds, and a snooker room. *Infrastructure: 8 card-access elevators, 24/7 security/reception, and a full backup generator. Fees & Utilities *Management Fee: $1.80 per net sqm / month *Car Parking: $50 to $70 / month *Utilities: Electricity: $0.30/Kwh | Water: $0.25/m³ Why Invest in J-TOWER 2? J-TOWER 2 completely eliminates off-plan construction risks. Being 100% complete and occupied, it secures immediate cash flow backed by an unbeatable BKK1 address, rare pet-friendly leverage, and legendary Japanese build quality. Inquire now to buy the resale properties or rent in Phnom Penh's most demanded luxury address! Contact our specialist agents today! Read more"
267352,https://www.realestate.com.kh/new-developments/time-square-306/1-bed-1-bath-condo-267352/,Time Square 5 (TS 306) | 1-Bedroom Condo for Sale in BKK1,70000,43.0,1,structured_specification,,,,1,structured_specification,,,,8,structured_floor_level,,,,,,,,,overview_section,About this property Time Square 5 (TS 306) | 1-Bedroom Condo for Sale in BKK1 ✅Selling Price 70K ✅Size 43Sqm ✅Facing : West 🥳Flexible payment Key Features: ✅Prime location ✅High rental demand ✅High-End Condominium ✅Facilities : Fitness Center /Swimming Pool/Playground /Sky bar
